ID,Variable 1,Dependency,Variable 2
54,RefuseFailToAttendTherapy,->,DrugTreatmentGivenRFAT
55,EcstasyBeforePrisonSentence,->,EcstasyAfterRelease
56,EcstasyDuringPrisonSentence,->,EcstasyAfterRelease
57,EcstasyDuringPrisonSentence,->,EcstasyDependence
58,EcstasyBeforePrisonSentence,->,EcstasyDuringPrisonSentence
59,DrugTreatmentGivenRFAT,->,EcstasyPT
60,EcstasyAfterRelease,->,EcstasyPT
61,ResponseToTreatGivenDrugDep,->,EcstasyPT
62,Education,->,EmploymentOrTraining
63,AnxietyPT,->,FinancialDifficulties
64,DepressionPT,->,FinancialDifficulties
65,EmploymentOrTraining,->,FinancialDifficulties
66,CriminalNetwork,->,GangMember
67,Violence,->,Gender
68,SymptomsOfMentalIllness,->,Hallucinations
69,Hallucinations,->,HallucinationsPT
70,PsychiatricTreatmentGivenRFAT,->,HallucinationsPT
71,ResponsivenessToTreatment,->,HallucinationsPT
72,AlcoholTreatmentGivenRFAT,->,HazardousDrinkingPT
73,HazardousDrinkingAfterRelease,->,HazardousDrinkingPT
74,ResponseToTreatGivenAlcDep,->,HazardousDrinkingPT
75,ASPD,->,Impulsivity
76,BPD,->,Impulsivity
77,Education,->,Intelligence
78,FinancialDifficulties,->,LivingCircumstances
79,MentalIllnessSymptomCount,->,MentalIllnessDL
80,AnxietyPT,->,MentalIllnessSymptomCount
81,DepressionPT,->,MentalIllnessSymptomCount
82,HallucinationsPT,->,MentalIllnessSymptomCount
83,ParanoidDelusionsPT,->,MentalIllnessSymptomCount
84,StrangeExperiencesPT,->,MentalIllnessSymptomCount
85,ThoughtInsertionPT,->,MentalIllnessSymptomCount
86,ComplianceWithSupervision,->,NegativeAttitude
87,CriminalNetwork,->,NegativeAttitude
88,GangMember,->,NegativeAttitude
89,Impulsivity,->,PCLRfacet3
90,ResponsivenessToTreatment,->,PCLRfactor1
91,ASPD,->,PCLRfactor2
92,SymptomsOfMentalIllness,->,ParanoidDelusions
93,ParanoidDelusions,->,ParanoidDelusionsPT
94,PsychiatricTreatmentGivenRFAT,->,ParanoidDelusionsPT
95,ResponsivenessToTreatment,->,ParanoidDelusionsPT
96,Violence,->,PriorViolentConvictions
97,Victimisation,->,ProblematicLifeEvents
98,PsychiatricTreatment,->,PsychiatricTreatmentGivenRFAT
99,RefuseFailToAttendTherapy,->,PsychiatricTreatmentGivenRFAT
100,AlcoholDependence,->,ResponseToTreatGivenAlcDep
101,ResponsivenessToTreatment,->,ResponseToTreatGivenAlcDep
102,AnyDrugDependence,->,ResponseToTreatGivenDrugDep
103,ResponsivenessToTreatment,->,ResponseToTreatGivenDrugDep
104,Intelligence,->,ResponsivenessToTreatment
105,LivingCircumstances,->,SocialProtectiveObs
106,SocialWithdraw,->,SocialProtectiveObs
107,DepressionPT,->,SocialWithdraw
108,LivingCircumstances,->,SocialWithdraw
109,SymptomsOfMentalIllness,->,StrangeExperiences
110,PsychiatricTreatmentGivenRFAT,->,StrangeExperiencesPT
111,ResponsivenessToTreatment,->,StrangeExperiencesPT
112,StrangeExperiences,->,StrangeExperiencesPT
113,AbilityToCope,->,Stress
114,FinancialDifficulties,->,Stress
115,ProblematicLifeEvents,->,Stress
116,SubstanceUse,->,SubstanceMisuseDL
117,CannabisPT,->,SubstanceUse
118,CocainePT,->,SubstanceUse
119,EcstasyPT,->,SubstanceUse
120,HazardousDrinkingPT,->,SubstanceUse
121,SymptomsOfMentalIllness,->,ThoughtInsertion
122,PsychiatricTreatmentGivenRFAT,->,ThoughtInsertionPT
123,ResponsivenessToTreatment,->,ThoughtInsertionPT
124,ThoughtInsertion,->,ThoughtInsertionPT
125,GangMember,->,Victimisation
126,ViolentConvictions,->,Violence
127,SocialProtectiveObs,->,ViolentConvRateGivenProt
128,ViolentConvictionsRate,->,ViolentConvRateGivenProt
129,TimeAtRisk,->,ViolentConvictions
130,ViolentConvRateGivenProt,->,ViolentConvictions
131,AggressionDL,->,ViolentConvictionsRate
132,AttitudeDL,->,ViolentConvictionsRate
133,MentalIllnessDL,->,ViolentConvictionsRate
134,SubstanceMisuseDL,->,ViolentConvictionsRate
135,AngerPT,->,ViolentThoughts
136,Victimisation,->,ViolentThoughts
137,Violence,->,pclrscore
138,Violence,->,prioracq
