ID,Variable 1,Dependency,Variable 2
269,Event_CA_ChanceDFK_AT,->,Event_CA_ChanceMid_AT
270,Event_PSE_QuickPass_AT,-,Event_PSE_QuickRush_AT
271,Event_Normal_ChanceMid_Goal_AT,->,Event_Normal_ChanceLRM_Goal_AT
272,Event_CA_AT,->,Event_CA_ChanceIFK_AT
273,Event_CA_Goal_AT,->,Goals_AT
274,Event_CA_ChanceDFK_AT,->,Event_CA_ChanceLeft_AT
275,Event_PSE_UnpredScoreOwn_Goal_HT,-,Event_PSE_UnpredScoreOwn_HT
276,Event_CA_ChanceIFK_Goal_AT,->,Event_CA_ChanceISP_Goal_AT
277,Event_CA_Goal_AT,->,Event_CA_AT
278,Event_PSE_QuickRush_AT,->,Quick_offensives_AT
279,Wingers_HT,->,Forwards_HT
280,Event_Normal_ChancePK_AT,-,Event_Normal_ChancePK_Goal_AT
281,Event_PSE_UnpredMistake_HT,->,Event_PSE_HT
282,Event_SEZ_PNF_Goal_AT,->,Goals_AT
283,Event_Normal_ChanceLeft_Goal_AT,->,Event_Normal_ChanceLRM_Goal_AT
